No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
6280,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,USA,877.16,9.94,9.1,0.99,4.43,1.35,2.53,26.18,0.43%,4.20%,5.65,5.60%,-1.01%,18.70%,10.00%,17.10%,82.60%,1.60%,15.63,15,0.30%,-0.81%,70.60%,0.50%,2.20%,5.37,1.60%,14.50%,19.60%,,,0.23,0.23,,84.80%,45.50%,-3.31%,-1.02%,5.65%,14.32%,44.71%,0.21%,1.08,2.18,6.22%,3.48%,-4.36%,-1.39%,8.68%,-9.98%,7.86%,-9.98%,46.34%,42.17,-1.06%,-0.40%,1.7,61.41,1.16,56.12,-1.46%,71153,1/25/2022 4:30:00 PM,67.5,10/06/1993,56.12,0.00%
6281,QD,Qudian Inc.,Financial,Credit Services,China,244.3,1.2,0.32,,0.78,0.11,0.2,1.19,,0.00%,0.72,-67.80%,-8.35%,47.30%,-3.33%,73.40%,-116.80%,-59.10%,253.65,109.31,1.60%,0.00%,29.10%,0.00%,5.22%,3.73,9.40%,10.70%,4.70%,24.5,24.5,0.07,0,76.80%,81.50%,66.80%,-8.05%,-8.54%,-48.59%,-51.99%,-56.77%,-10.34%,0.89,0.08,9.52%,7.76%,-13.25%,-24.70%,-48.65%,-50.35%,7.19%,-77.25%,7.19%,37.12,1.86%,0.24%,3.2,1531.82,0.73,0.87,2.10%,1123503,12/13/2021 8:30:00 AM,1.54,10/18/2017,0.87,-0.33%
6282,QDEC,First Trust Exchange - Traded Fund VIII - FT Cboe Vest Growth-100 Buffer ETF - December,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09%,-7.47%,-4.21%,-1.06%,9.35%,-7.14%,,0.38,2.68%,1.53%,-3.69%,-4.62%,-1.44%,-7.80%,3.64%,-7.80%,12.51%,37.22,1.63%,0.47%,,44.42,2.08,21.86,2.10%,92369,,,12/21/2020,21.86,0.00%
6283,QDEF,FlexShares Quality Dividend Defensive Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,2.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95%,-6.65%,-1.01%,0.79%,15.59%,-6.32%,,0.88,2.73%,1.40%,-2.87%,-3.16%,0.51%,-6.90%,4.11%,-6.90%,17.44%,39.81,2.12%,0.24%,,17.38,0.97,55.46,2.36%,16935,,,12/19/2012,55.51,0.09%
6284,QDEL,Quidel Corporation,Healthcare,Diagnostics & Research,USA,4418.57,4.99,11.65,0.69,2.36,2.6,7.64,6.96,,0.00%,20.4,971.80%,-45.83%,154.30%,7.20%,53.30%,-4.60%,7.10%,41.73,36.64,1.40%,-1.00%,87.80%,0.02%,10.51%,4.86,44.80%,60.20%,61.30%,3.9,3.2,0,0,79.30%,61.30%,47.20%,-3.11%,-20.52%,-23.31%,-28.08%,-59.46%,-24.63%,-0.11,7.86,7.59%,5.92%,-13.29%,-24.21%,-21.27%,-43.50%,11.63%,-61.61%,11.63%,36.32,10.59%,0.55%,2,792.41,2.32,101.74,11.19%,1837191,11/04/2021 16:30,171.33,2/01/1991,101.6,-0.14%
6285,QDF,FlexShares Quality Dividend Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08%,-5.60%,-0.43%,1.64%,17.69%,-5.22%,,0.99,2.93%,1.52%,-2.64%,-2.55%,0.92%,-5.98%,4.34%,-5.98%,17.93%,41.09,1.86%,0.26%,,42.01,0.76,58.14,2.13%,31792,,,12/19/2012,,
6286,QED,IQ Hedge Event-Driven Tracker ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,4.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.80%,-4.03%,-6.66%,-5.94%,-5.22%,-4.17%,,0.13,0.69%,0.48%,-2.25%,-4.07%,-5.50%,-7.20%,0.39%,-8.41%,0.39%,24.78,0.11%,0.27%,,6.61,0.16,22.37,0.39%,1054,,,3/24/2015,22.37,-0.02%
6287,QEFA,SPDR MSCI EAFE StrategicFactors ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.70%,-5.41%,-6.23%,-5.11%,5.13%,-5.01%,,0.9,1.82%,1.01%,-3.60%,-4.03%,-4.64%,-6.63%,1.60%,-8.23%,5.83%,31.66,1.08%,-0.61%,,84.75,1.6,72.91,0.47%,135967,,,6/05/2014,72.81,-0.14%
6288,QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.68%,-2.74%,-4.28%,-2.89%,-1.85%,-3.00%,,0.64,0.99%,0.73%,-2.87%,-2.92%,-4.31%,-5.48%,0.38%,-7.85%,0.38%,34.88,0.51%,-0.12%,,4.4,0.57,65.59,0.38%,2513,,,6/05/2014,,
6289,QFIN,"360 DigiTech, Inc.",Financial,Credit Services,China,2953.21,3.21,0.5,,1.2,1.24,4.43,,6.23%,0.00%,5.61,37.20%,-5.67%,,,,21.90%,24.60%,154.06,87.55,18.79%,0.00%,62.20%,-0.80%,5.11%,3,20.60%,48.20%,33.10%,1.9,1.9,0,0.02,86.40%,42.10%,36.40%,-11.25%,-10.64%,-16.06%,-15.39%,3.33%,-21.59%,,1.47,6.77%,7.60%,-11.87%,-17.57%,-27.91%,-36.89%,-0.11%,-60.04%,16.60%,38.9,-1.59%,0.50%,1.4,1489.95,0.9,17.98,-1.10%,1339225,11/15/2021 4:30:00 PM,39.65,12/14/2018,17.81,-0.97%
6290,QFTA,Quantum FinTech Acquisition Corporation,Financial,Shell Companies,USA,249.78,,,,,1.27,1248.88,,,,,,,,,,,,25.16,21.07,0.70%,0.00%,76.50%,8.78%,0.14%,0.15,,,,0.4,0.4,0,0,,,,0.50%,0.35%,0.51%,1.54%,,0.10%,,0.02,0.33%,0.19%,0.29%,0.25%,1.07%,-0.29%,0.71%,-3.13%,4.21%,59.85,0.20%,0.05%,,197.25,2.76,9.9,0.25%,543787,,,3/10/2021,,
6291,QGEN,QIAGEN N.V.,Healthcare,Diagnostics & Research,Netherlands,11423.35,19.01,24.18,1.87,5.1,3.74,11.93,21.71,,0.00%,2.56,938.90%,-19.95%,22.00%,10.17%,7.90%,699.70%,10.50%,232.13,229.21,3.60%,0.00%,69.60%,-3.37%,1.75%,4.58,10.10%,20.50%,6.50%,1.9,1.6,0.52,0.64,64.70%,27.30%,26.60%,-0.16%,-12.79%,-10.68%,-7.92%,-10.23%,-12.54%,0.29,1.13,2.19%,2.13%,-3.28%,-8.50%,-5.85%,-16.19%,3.16%,-17.61%,6.65%,37.82,2.19%,0.51%,2.3,875.32,0.59,48.61,2.70%,520641,2/08/2022 16:30,58.88,6/28/1996,48.61,0.00%
6292,QGRO,American Century U.S. Quality Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13%,-14.49%,-12.88%,-9.47%,6.46%,-13.97%,,1.74,3.58%,2.36%,-6.88%,-10.71%,-8.14%,-17.13%,2.92%,-17.13%,12.86%,33.49,3.53%,-0.80%,,15.79,0.82,66.1,2.70%,12971,,,9/12/2018,66.19,0.13%
6293,QH,Quhuo Limited,Technology,Software - Application,China,39.15,,,,0.07,0.4,0.97,,,,-0.24,131.20%,92.30%,,,,321.70%,-46.20%,44.19,28.39,24.76%,0.00%,0.10%,,0.54%,1.17,-6.30%,-36.30%,-7.30%,1.3,1.3,0,0.27,4.60%,-2.20%,-1.90%,-18.26%,-11.08%,-63.98%,-74.58%,-90.62%,-31.52%,,0.1,12.45%,12.19%,-22.79%,-34.69%,-72.65%,-61.42%,-1.87%,-92.75%,-1.87%,30.49,-6.17%,4.39%,2,131.02,0.59,0.76,-2.05%,77251,11/29/2021 8:30:00 AM,3,7/10/2020,,
6294,QID,ProShares UltraShort QQQ,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81%,27.90%,14.14%,0.87%,-29.65%,25.45%,,1.01,8.45%,5.30%,11.27%,17.36%,1.17%,-9.63%,29.78%,-35.88%,29.78%,62.42,-5.31%,-1.15%,,16888.64,1.63,19.62,-6.39%,27508009,,,7/13/2006,19.6,-0.10%
6295,QINT,American Century Quality Diversified International ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.95%,-8.19%,-8.99%,-9.12%,-1.59%,-7.99%,,0.61,1.56%,0.94%,-5.41%,-6.31%,-8.55%,-9.82%,0.74%,-12.34%,0.74%,26.41,0.76%,-0.50%,,16.37,1.01,47.33,0.26%,16521,,,9/12/2018,47.36,0.07%
6296,QIPT,Quipt Home Medical Corp.,Healthcare,Medical Devices,USA,219.7,,,,1.89,2.2,5.75,14.17,,,-0.23,44.20%,,34.90%,,6.40%,256.20%,40.90%,33.35,31.81,4.03%,0.00%,20.66%,,0.38%,1.67,-3.80%,-8.80%,1.30%,1.9,1.6,0.32,0.58,,3.40%,-3.60%,-7.41%,-7.75%,-8.93%,-9.09%,-24.53%,-10.87%,1.68,0.27,6.53%,4.80%,-11.23%,-14.29%,-17.44%,-28.47%,0.40%,-40.48%,0.40%,31.06,-4.76%,0.00%,1.6,72.49,2.52,5,-4.76%,182538,,,8/10/2010,5,0.00%
6297,QIWI,QIWI plc,Financial,Credit Services,Cyprus,453.85,2.18,0.06,,0.81,0.83,0.73,,16.71%,,3.29,18.50%,1.19%,14.80%,,18.10%,169.50%,8.40%,62.45,11.6,0.03%,0.00%,63.10%,0.03%,10.18%,3.95,21.10%,45.40%,21.20%,2.2,2.2,0.13,0.36,55.50%,44.90%,36.90%,-0.14%,-9.46%,-19.87%,-29.61%,-25.90%,-10.03%,0.69,0.28,4.86%,3.40%,-7.19%,-9.69%,-23.45%,-20.13%,7.49%,-41.05%,7.49%,39.48,1.70%,1.00%,3,298.65,0.8,7.18,2.72%,238694,11/23/2021 8:30:00 AM,12.49,5/03/2013,7.24,0.84%
6298,QK,Q&K International Group Limited,Real Estate,Real Estate Services,China,24.12,,,,0.13,,5.74,,,,-5.21,-100.60%,,,,,,98.90%,45.07,34.78,,,14.70%,-0.04%,0.11%,0.19,-116.10%,76.60%,169.20%,0.1,0.1,,,-0.90%,,,6.23%,-14.79%,-49.10%,-64.72%,-83.46%,-18.62%,,0.08,21.18%,19.07%,-8.08%,-7.58%,-53.99%,-42.10%,68.38%,-88.65%,68.38%,46.21,3.58%,6.34%,3,193.91,0.15,0.45,10.15%,29467,,,11/05/2019,,
6299,QLC,FlexShares Trust - FlexShares US Quality Large Cap Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91%,-6.42%,-1.93%,0.93%,20.16%,-5.79%,,0.73,2.27%,1.26%,-3.01%,-3.42%,0.77%,-6.65%,3.65%,-6.65%,20.53%,40.6,2.42%,0.00%,,4.96,0.67,49.18,2.42%,3304,,,9/24/2015,,
6300,QLD,ProShares Ultra QQQ,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10%,-23.73%,-17.26%,-8.61%,20.08%,-22.19%,,4.07,8.57%,5.40%,-12.28%,-17.82%,-9.20%,-26.73%,11.06%,-26.73%,35.29%,34.94,5.27%,1.08%,,6012.54,2.82,69.27,6.41%,16931431,,,6/21/2006,69.27,0.00%
6301,QLGN,"Qualigen Therapeutics, Inc.",Healthcare,Biotechnology,USA,30.8,,,,5.81,2.19,2.5,,,,-0.15,95.80%,,73.00%,,,76.00%,50.00%,29.03,25.67,0.10%,26.64%,8.10%,,6.00%,0.17,-20.60%,-32.60%,-62.20%,2.9,2.7,0,0,23.80%,,-88.80%,-11.50%,-27.68%,-29.57%,-54.24%,-76.18%,-24.30%,-0.7,0.11,10.40%,8.70%,-20.18%,-29.67%,-46.65%,-74.04%,2.52%,-81.73%,2.52%,35.18,0.75%,0.25%,2,8824.32,0.07,0.81,1.00%,597186,,7.75,6/24/2015,0.81,0.00%
6302,QLI,Qilian International Holding Group Limited,Healthcare,Drug Manufacturers - Specialty & Generic,China,79.9,20.56,,,1.53,1.33,1.98,,,,0.11,-5.00%,,,,,-40.90%,9.90%,32.43,8.06,77.45%,0.00%,0.20%,,0.11%,0.45,,,11.80%,4.4,3.5,0,0.06,10.30%,,,-9.09%,-19.41%,-41.80%,-48.36%,-68.25%,-16.98%,,0.12,3.63%,5.40%,-12.11%,-22.25%,-42.80%,-37.68%,-3.51%,-74.06%,-3.51%,15.26,-2.22%,-1.75%,,20.06,1.15,2.2,-3.93%,23150,,,1/12/2021,2.19,-0.45%
6303,QLS,IQ Hedge Long/Short Tracker ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76%,-4.04%,-4.64%,-2.91%,4.02%,-3.99%,,0.2,0.99%,0.57%,-2.48%,-3.07%,-2.61%,-4.83%,0.84%,-5.40%,5.56%,30.21,0.44%,-0.04%,,4.97,0.3,26.7,0.40%,1478,,,3/24/2015,,
6304,QLTA,iShares Aaa - A Rated Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82%,-2.79%,-3.70%,-5.34%,-5.59%,-2.98%,,0.29,0.50%,0.42%,-1.19%,-2.41%,-3.53%,-4.33%,0.39%,-5.87%,0.39%,34.77,0.52%,-0.44%,,103.75,0.49,54.39,0.07%,51352,,,2/16/2012,,
6305,QLV,FlexShares Trust - FlexShares US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62%,-7.89%,-3.18%,0.13%,16.56%,-7.46%,,0.77,2.19%,1.20%,-2.90%,-4.22%,0.33%,-7.89%,3.63%,-7.89%,19.06%,38.98,2.34%,0.12%,,9.19,1.13,52.58,2.45%,10344,,,7/16/2019,52.62,0.08%
6306,QLVD,FlexShares Trust - FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14%,-5.38%,-4.29%,-5.40%,0.06%,-5.10%,,0.17,0.69%,0.40%,-3.25%,-4.01%,-4.80%,-6.47%,0.55%,-13.70%,3.78%,26.57,0.51%,-0.38%,,5,0.43,26.65,0.13%,2164,,,7/16/2019,26.66,0.05%
6307,QLVE,FlexShares Trust - FlexShares Emerging Markets Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,1.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58%,-0.08%,-0.84%,-4.17%,-1.17%,-0.20%,,0.17,0.05%,0.16%,-1.46%,-1.07%,-2.99%,-4.06%,2.23%,-9.28%,2.23%,42.95,0.27%,0.39%,,1.17,0.26,26.09,0.66%,301,,,7/16/2019,,
6308,QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,USA,4829.05,68.1,36.97,8.51,12.19,11.94,13.97,28.06,,0.00%,1.81,33.80%,5.23%,40.10%,8.00%,17.20%,24.60%,12.70%,38.92,29.44,11.00%,-24.57%,92.80%,0.63%,9.74%,9.07,9.90%,18.30%,21.30%,1.6,1.6,0,0,78.10%,21.00%,18.40%,-0.55%,-12.33%,2.95%,21.70%,-10.74%,-9.93%,0.73,5.04,5.25%,4.25%,-3.08%,-5.89%,7.81%,-13.53%,3.06%,-16.00%,36.94%,43.52,2.16%,-0.17%,2.7,316.28,1.07,123.6,1.98%,338028,2/10/2022 16:30,137,9/28/2012,123.6,0.00%
6309,QMAR,First Trust ETF VIII - FT Cboe Vest Growth-100 Buffer ETF - March,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49%,-2.89%,-1.10%,1.59%,,-2.93%,,0.22,1.74%,0.79%,-1.60%,-1.90%,1.07%,-3.57%,2.87%,-3.57%,10.66%,42.06,1.93%,0.00%,,5.94,0.72,22.01,1.93%,4298,,,3/22/2021,,
6310,QMCO,Quantum Corporation,Technology,Computer Hardware,USA,305.23,,19.71,,0.82,,13.39,,,,-0.64,-497.10%,458.14%,18.70%,20.00%,-6.00%,-38.60%,8.60%,58.57,55.83,6.30%,-2.41%,79.10%,0.62%,2.15%,4.16,-17.70%,25.10%,34.10%,1,0.6,,,42.10%,-3.30%,-9.00%,-0.42%,-12.41%,-15.69%,-23.71%,-33.66%,-14.31%,2.16,0.28,7.41%,5.52%,-9.70%,-13.00%,-25.45%,-27.12%,8.74%,-50.05%,8.74%,39.34,4.88%,-0.22%,1.7,288.57,0.85,4.73,4.65%,246042,2/09/2022 16:30,11.5,12/10/1982,4.73,0.00%
6311,QMN,IQ Hedge Market Neutral Tracker ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35%,-1.17%,-1.70%,-2.40%,-2.84%,-1.26%,,0.06,0.37%,0.12%,-0.58%,-0.91%,-1.95%,-1.50%,0.11%,-3.89%,0.11%,29.14,0.08%,0.00%,,1.74,0.48,26.67,0.07%,842,,,10/04/2012,,
6312,QMOM,Alpha Architect ETF Trust - Alpha Architect U.S. Quantitative Momentum ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15%,-10.21%,-13.23%,-7.16%,-21.65%,-9.72%,,1.22,3.86%,2.46%,-5.74%,-9.25%,-9.89%,-19.16%,6.24%,-33.57%,6.24%,35.9,1.43%,0.00%,,7.36,0.44,45.3,1.43%,3246,,,12/02/2015,45.57,0.60%
6313,QNRX,"Quoin Pharmaceuticals, Ltd.",Healthcare,Biotechnology,USA,10.61,,,,,0.08,1.97,,,,-12.41,37.90%,,,,,50.30%,,0.32,,0.43%,0.00%,10.60%,,,0.09,-72.60%,-92.20%,,5.8,5.8,0.02,0.04,,,,-6.06%,-30.73%,-90.58%,-92.74%,-89.24%,-31.87%,1.73,0.23,14.25%,13.07%,-24.69%,-54.72%,-89.58%,-79.16%,9.73%,-96.51%,9.73%,27.13,1.64%,0.00%,,2006.94,0.1,1.24,1.64%,195245,,6.5,7/29/2016,1.27,2.42%
6314,QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,USA,868.5,72.84,16.84,2.91,1.45,2.82,8.2,23.54,,0.00%,0.21,26.00%,17.42%,24.50%,25.00%,14.20%,-79.50%,14.60%,53.99,50.33,1.80%,-25.59%,88.40%,-0.14%,2.13%,2.54,2.70%,4.10%,8.40%,1.8,1.8,0,0,12.00%,2.50%,2.00%,3.98%,-13.53%,10.83%,-14.61%,-26.03%,-13.91%,0.82,0.7,5.29%,4.25%,-6.41%,-7.66%,-11.05%,-16.50%,7.48%,-39.75%,18.37%,40.6,0.71%,0.00%,1.3,421.65,0.41,15.66,0.71%,171130,11/03/2021 16:30,26.2,2/11/2010,15.66,-0.01%
6315,QPX,AdvisorShares Q Dynamic Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85%,-11.66%,-8.28%,-4.71%,8.70%,-10.95%,,0.69,3.88%,2.34%,-5.04%,-8.11%,-4.64%,-12.74%,5.95%,-12.74%,12.05%,37.4,3.61%,-0.23%,,33.22,1.06,27.25,3.38%,35352,,,12/29/2020,,
6316,QQC,Simplify Nasdaq 100 plus convexity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.80%,-15.30%,-9.07%,-5.77%,9.85%,-14.03%,,0.75,2.91%,2.28%,-8.01%,-11.53%,-5.42%,-17.30%,2.59%,-17.30%,14.24%,29.17,1.18%,0.37%,,13.28,0.45,28.81,1.56%,5994,,,12/11/2020,29.13,1.12%
6317,QQD,Simplify Nasdaq 100 plus Downside convexity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41%,-11.88%,-7.87%,-4.47%,,-11.07%,,0.8,4.50%,2.58%,-5.87%,-8.61%,-3.68%,-15.63%,10.70%,-15.63%,14.08%,33.28,2.32%,-0.07%,,10.21,0.5,28.66,2.26%,5098,,,12/11/2020,,
6318,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,0.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.50%,-12.42%,-10.81%,-9.00%,3.58%,-12.17%,,2.73,3.86%,2.44%,-6.57%,-9.28%,-7.65%,-14.06%,2.85%,-14.06%,8.35%,32.24,2.60%,-0.03%,,61.46,0.64,104.05,2.57%,39555,,,4/25/2006,104.05,0.00%
6319,QQH,HCM Defender 100 Index ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.86%,-18.64%,-12.42%,-5.88%,14.11%,-16.85%,,1.51,3.29%,2.92%,-9.89%,-13.65%,-6.55%,-21.71%,5.07%,-21.71%,23.86%,29.37,1.58%,-0.02%,,54.22,0.39,46.87,1.56%,21071,,,10/10/2019,46.92,0.11%
6320,QQQ,Invesco QQQ Trust,Financial,Exchange Traded Fund,USA,,,,,,,,,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,-12.39%,-8.44%,-3.50%,11.84%,-11.57%,,9.91,4.17%,2.65%,-6.06%,-8.97%,-3.81%,-13.92%,5.28%,-13.92%,18.27%,35.09,2.51%,0.61%,,61555.15,1.74,351.8,3.14%,107223205,,,3/10/1999,352.04,0.07%
6321,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Financial,Exchange Traded Fund,USA,,,,,,,,,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.47%,-12.33%,-10.74%,-8.91%,3.39%,-12.09%,,1.97,3.81%,2.41%,-6.51%,-9.24%,-7.62%,-14.05%,2.89%,-14.05%,8.53%,32.68,2.75%,-0.17%,,51.08,3.84,75,2.58%,195981,,,3/21/2012,75.22,0.29%
6322,QQQJ,Invesco NASDAQ Next Gen 100 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.01%,-14.93%,-17.92%,-15.38%,-8.52%,-15.13%,,0.85,4.31%,2.83%,-7.86%,-12.45%,-14.30%,-20.90%,3.94%,-20.90%,3.94%,29.71,2.74%,-0.04%,,399.96,1.41,28.49,2.70%,564998,,,10/13/2020,28.43,-0.21%
6323,QQQM,Invesco NASDAQ 100 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,-12.39%,-8.38%,-3.44%,11.83%,-11.54%,,4.03,4.13%,2.61%,-6.08%,-8.96%,-3.76%,-13.83%,5.27%,-13.83%,18.27%,34.85,2.53%,0.53%,,810.8,1.13,144.68,3.08%,912592,,,10/13/2020,144.16,-0.36%
6324,QQQN,VictoryShares Nasdaq Next 50 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14%,-16.76%,-17.73%,-14.44%,-11.04%,-16.88%,,0.83,4.12%,2.64%,-8.18%,-13.82%,-14.41%,-22.90%,4.72%,-22.90%,4.72%,30.65,3.08%,-0.11%,,16.32,3.49,28.45,2.97%,56923,,,9/10/2020,,
6325,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,1144.62,,,,,,,,6.76%,,,,,,,,,,43.24,,,,22.22%,,,0.35,,,,,,,,,,,3.28%,-13.18%,-11.56%,-10.30%,2.36%,-13.64%,,0.76,4.31%,2.70%,-6.60%,-9.67%,-9.17%,-14.61%,8.66%,-14.61%,8.66%,33,2.56%,-0.58%,,136.47,1.28,26.47,1.96%,175131,,,12/22/2014,26.47,0.00%
6326,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.98%,-11.07%,-11.13%,-10.26%,-3.27%,-11.21%,,1.31,2.27%,1.19%,-6.85%,-8.50%,-8.68%,-12.58%,0.81%,-13.08%,3.44%,23.51,1.26%,-0.96%,,5.85,0.27,78.7,0.29%,1575,,,2/15/2007,79.57,1.11%
6327,QRFT,QRAFT AI-Enhanced U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64%,-12.72%,-8.84%,-4.50%,6.26%,-12.07%,,0.95,3.45%,2.14%,-5.96%,-8.76%,-4.97%,-13.11%,4.35%,-13.11%,14.22%,35.41,3.96%,-0.03%,,5.05,0.89,40.96,3.93%,4477,,,5/21/2019,40.98,0.05%
6328,QRHC,Quest Resource Holding Corporation,Industrials,Waste Management,USA,114.26,50.17,42.29,3.34,0.83,1.56,12.56,22.85,,0.00%,0.12,40.00%,100.00%,15.90%,15.00%,-10.30%,215.20%,57.80%,18.98,14.78,6.40%,,40.50%,-10.71%,0.47%,0.78,2.20%,3.40%,0.40%,1.5,1.5,0.22,0.23,18.70%,3.70%,1.70%,-1.50%,-14.94%,-2.15%,0.00%,134.92%,-14.70%,1.4,0.38,5.80%,6.10%,-8.20%,-3.65%,2.13%,-21.07%,21.81%,-23.32%,171.56%,42.85,-0.67%,-0.33%,,90.05,0.72,5.92,-1.00%,64602,11/15/2021 4:30:00 PM,11.5,7/16/2009,,
6329,QRMI,Global X NASDAQ 100 Risk Managed Income ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13%,-7.30%,-9.16%,,,-6.08%,,0.23,1.05%,0.96%,-3.88%,-6.32%,-8.12%,-9.94%,0.97%,-11.61%,0.97%,24.55,0.74%,-0.09%,,16.9,0.6,21.92,0.64%,10208,,,8/26/2021,,
